"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.5","seurat_clusters","RNA_snn_res.0.8"
"cell_2356","cell",770,603,0.779220779220779,"1","1","1"
"cell_2357","cell",770,602,0.38961038961039,"2","2","2"
"cell_2358","cell",772,582,0.518134715025907,"3","3","3"
"cell_2359","cell",769,559,0.390117035110533,"1","1","1"
"cell_2360","cell",769,549,0,"3","3","3"
"cell_2361","cell",766,562,0.261096605744125,"5","5","5"
"cell_2362","cell",767,576,0.260756192959583,"8","9","9"
"cell_2363","cell",766,577,0.391644908616188,"5","5","5"
"cell_2364","cell",766,582,0,"1","1","1"
"cell_2365","cell",767,577,1.04302477183833,"1","1","1"
"cell_2366","cell",767,555,0.130378096479791,"1","1","1"
"cell_2367","cell",759,617,0,"4","4","4"
"cell_2368","cell",764,572,0,"1","1","1"
"cell_2369","cell",763,589,0,"1","1","1"
"cell_2370","cell",759,550,0.395256916996047,"3","3","3"
"cell_2371","cell",760,570,0,"2","2","2"
"cell_2372","cell",764,513,0,"0","0","0"
"cell_2373","cell",762,556,0.393700787401575,"2","2","2"
"cell_2374","cell",759,572,0.527009222661397,"1","1","1"
"cell_2375","cell",755,525,0.132450331125828,"2","2","2"
"cell_2376","cell",759,521,0,"6","6","6"
"cell_2377","cell",756,540,0.132275132275132,"1","1","1"
"cell_2378","cell",759,555,0,"2","2","2"
"cell_2379","cell",758,595,0,"7","7","7"
"cell_2380","cell",757,543,0.396301188903567,"2","2","2"
"cell_2381","cell",758,517,0.527704485488127,"1","1","1"
"cell_2382","cell",758,535,0,"0","0","0"
"cell_2383","cell",754,553,0.397877984084881,"5","5","5"
"cell_2384","cell",757,589,0.396301188903567,"4","4","4"
"cell_2385","cell",757,565,0.132100396301189,"1","1","1"
"cell_2386","cell",754,539,0,"2","2","2"
"cell_2387","cell",756,572,0.661375661375661,"0","0","0"
"cell_2388","cell",754,479,0.530503978779841,"3","3","3"
"cell_2389","cell",756,592,0.529100529100529,"1","1","1"
"cell_2390","cell",754,508,0.13262599469496,"2","2","2"
"cell_2391","cell",755,605,0.264900662251656,"0","0","0"
"cell_2392","cell",754,578,0,"0","0","0"
"cell_2393","cell",750,542,0.133333333333333,"2","10","10"
"cell_2394","cell",753,543,0.132802124833997,"1","1","1"
"cell_2395","cell",752,554,0.930851063829787,"1","1","1"
"cell_2396","cell",750,552,0.533333333333333,"0","0","0"
"cell_2397","cell",751,529,0.399467376830892,"0","0","0"
"cell_2398","cell",746,593,1.07238605898123,"1","1","1"
"cell_2399","cell",750,549,0.133333333333333,"0","0","0"
"cell_2400","cell",747,528,0.133868808567604,"2","2","2"
"cell_2401","cell",749,567,0,"1","1","1"
"cell_2402","cell",748,539,0.133689839572192,"5","5","5"
"cell_2403","cell",744,584,0.134408602150538,"2","2","2"
"cell_2404","cell",746,565,0.268096514745308,"2","2","2"
"cell_2405","cell",746,482,0.804289544235925,"3","3","3"
"cell_2406","cell",744,581,0,"2","2","2"
"cell_2407","cell",746,585,0.402144772117962,"2","10","10"
"cell_2408","cell",747,561,0.133868808567604,"1","1","1"
"cell_2409","cell",741,540,0.134952766531714,"0","1","1"
"cell_2410","cell",743,548,1.48048452220727,"0","0","0"
"cell_2411","cell",744,551,0.134408602150538,"1","1","1"
"cell_2412","cell",743,490,0.134589502018843,"1","1","1"
"cell_2413","cell",743,497,0.403768506056528,"1","1","1"
"cell_2414","cell",743,529,0.942126514131898,"1","1","1"
"cell_2415","cell",742,553,0.269541778975741,"0","0","0"
"cell_2416","cell",741,583,0,"1","1","1"
"cell_2417","cell",742,593,0.134770889487871,"1","1","1"
"cell_2418","cell",739,519,0.40595399188092,"6","6","6"
"cell_2419","cell",738,575,0,"1","11","11"
"cell_2420","cell",738,566,0,"1","1","1"
"cell_2421","cell",740,566,0.405405405405405,"0","0","0"
"cell_2422","cell",738,532,0.40650406504065,"1","2","2"
"cell_2423","cell",738,533,1.21951219512195,"0","0","0"
"cell_2424","cell",737,521,1.08548168249661,"0","0","0"
"cell_2425","cell",733,528,0.545702592087312,"2","2","2"
"cell_2426","cell",739,554,0,"5","5","5"
"cell_2427","cell",737,564,0.407055630936228,"1","1","1"
"cell_2428","cell",735,566,0,"4","4","4"
"cell_2429","cell",737,588,0.135685210312076,"1","1","1"
"cell_2430","cell",734,578,0.272479564032698,"1","1","1"
"cell_2431","cell",731,540,0.27359781121751,"1","1","1"
"cell_2432","cell",737,532,0.407055630936228,"3","3","3"
"cell_2433","cell",735,554,0.136054421768707,"1","1","1"
"cell_2434","cell",733,532,0.545702592087312,"0","0","0"
"cell_2435","cell",731,508,0.820793433652531,"0","0","0"
"cell_2436","cell",734,487,0.408719346049046,"0","0","0"
"cell_2437","cell",735,555,0.272108843537415,"0","0","0"
"cell_2438","cell",735,595,0.136054421768707,"1","1","1"
"cell_2439","cell",735,580,0.408163265306122,"0","0","0"
"cell_2440","cell",734,547,0.272479564032698,"0","0","0"
"cell_2441","cell",735,534,0.136054421768707,"6","6","6"
"cell_2442","cell",734,545,0.136239782016349,"2","2","2"
"cell_2443","cell",734,532,0.272479564032698,"1","1","1"
"cell_2444","cell",731,541,0.27359781121751,"7","7","7"
"cell_2445","cell",727,502,0,"6","6","6"
"cell_2446","cell",733,503,0,"1","1","1"
"cell_2447","cell",732,566,0.136612021857924,"2","2","2"
"cell_2448","cell",730,518,0.273972602739726,"1","1","1"
"cell_2449","cell",733,480,0.272851296043656,"1","0","0"
"cell_2450","cell",728,547,0.412087912087912,"4","4","4"
"cell_2451","cell",732,571,0,"4","4","4"
"cell_2452","cell",731,567,0.547195622435021,"1","1","1"
"cell_2453","cell",728,576,0,"2","2","2"
"cell_2454","cell",731,560,0.136798905608755,"1","1","1"
"cell_2455","cell",731,573,0.410396716826265,"1","1","1"
"cell_2456","cell",726,528,0.826446280991736,"7","7","7"
"cell_2457","cell",726,519,0.413223140495868,"1","1","1"
"cell_2458","cell",726,548,0,"7","7","7"
"cell_2459","cell",722,519,0.277008310249307,"7","7","7"
"cell_2460","cell",726,497,0.275482093663912,"0","0","0"
"cell_2461","cell",724,496,0,"0","0","0"
"cell_2462","cell",724,546,0.276243093922652,"6","6","6"
"cell_2463","cell",722,538,0.138504155124654,"0","0","0"
"cell_2464","cell",725,577,0.275862068965517,"1","1","1"
"cell_2465","cell",724,493,0.276243093922652,"0","8","8"
"cell_2466","cell",723,526,0.138312586445367,"2","2","2"
"cell_2467","cell",721,562,0.277392510402219,"1","1","1"
"cell_2468","cell",724,564,0.276243093922652,"1","1","1"
"cell_2469","cell",720,523,1.66666666666667,"2","2","2"
"cell_2470","cell",721,540,0.13869625520111,"1","1","1"
"cell_2471","cell",722,520,0.138504155124654,"0","0","0"
"cell_2472","cell",722,542,0,"2","2","2"
"cell_2473","cell",721,540,0.13869625520111,"1","1","1"
"cell_2474","cell",720,537,0.277777777777778,"1","1","1"
"cell_2475","cell",719,537,0.556328233657858,"1","1","1"
"cell_2476","cell",720,563,0.138888888888889,"1","1","1"
"cell_2477","cell",721,575,0.277392510402219,"5","5","5"
"cell_2478","cell",720,549,0.416666666666667,"1","1","1"
"cell_2479","cell",717,501,0.557880055788006,"3","3","3"
"cell_2480","cell",720,553,0,"1","1","1"
"cell_2481","cell",720,512,0.833333333333333,"2","2","2"
"cell_2482","cell",718,569,0,"1","1","1"
"cell_2483","cell",719,557,0.278164116828929,"1","1","1"
"cell_2484","cell",719,573,0,"0","0","0"
"cell_2485","cell",714,489,0.420168067226891,"0","0","0"
"cell_2486","cell",717,549,0.139470013947001,"1","2","2"
"cell_2487","cell",716,541,0.139664804469274,"2","2","2"
"cell_2488","cell",715,511,0.27972027972028,"0","0","0"
"cell_2489","cell",716,576,0.837988826815642,"1","1","1"
"cell_2490","cell",712,567,0,"5","5","5"
"cell_2491","cell",714,551,0.420168067226891,"1","1","1"
"cell_2492","cell",715,434,0.559440559440559,"3","3","3"
"cell_2493","cell",713,500,0.280504908835905,"3","3","3"
"cell_2494","cell",713,545,0.140252454417952,"1","1","1"
"cell_2495","cell",714,573,0.140056022408964,"4","4","4"
"cell_2496","cell",714,526,0.140056022408964,"2","2","2"
"cell_2497","cell",713,545,0.140252454417952,"2","2","2"
"cell_2498","cell",713,559,0.280504908835905,"1","1","1"
"cell_2499","cell",713,559,0.561009817671809,"0","0","0"
"cell_2500","cell",714,533,0.280112044817927,"1","1","1"
"cell_2501","cell",714,551,0.140056022408964,"0","0","0"
"cell_2502","cell",709,429,0.282087447108604,"3","3","3"
"cell_2503","cell",712,480,0.280898876404494,"1","1","1"
"cell_2504","cell",710,527,0,"2","2","2"
"cell_2505","cell",710,511,0.28169014084507,"0","0","0"
"cell_2506","cell",707,578,0.282885431400283,"1","1","1"
"cell_2507","cell",710,520,0.28169014084507,"0","0","0"
"cell_2508","cell",708,508,0,"0","0","0"
"cell_2509","cell",709,560,0.423131170662906,"2","10","10"
"cell_2510","cell",704,573,0,"7","7","7"
"cell_2511","cell",706,534,0,"0","0","0"
"cell_2512","cell",704,540,0.142045454545455,"1","1","1"
"cell_2513","cell",705,528,0,"3","3","3"
"cell_2514","cell",705,502,0.141843971631206,"2","2","2"
"cell_2515","cell",706,539,0.424929178470255,"0","0","0"
"cell_2516","cell",705,542,0.141843971631206,"2","2","2"
"cell_2517","cell",702,535,0,"5","5","5"
"cell_2518","cell",704,530,0.284090909090909,"0","0","0"
"cell_2519","cell",701,529,0.14265335235378,"0","0","0"
"cell_2520","cell",703,538,0,"1","1","1"
"cell_2521","cell",701,520,0,"1","1","1"
"cell_2522","cell",703,469,0.995732574679943,"3","3","3"
"cell_2523","cell",699,516,1.28755364806867,"4","4","4"
"cell_2524","cell",698,513,0.286532951289398,"1","1","1"
"cell_2525","cell",700,517,0,"4","4","4"
"cell_2526","cell",698,579,0,"1","2","2"
"cell_2527","cell",701,492,0.427960057061341,"1","1","1"
"cell_2528","cell",696,496,0.431034482758621,"2","2","2"
"cell_2529","cell",698,559,0.429799426934097,"0","0","0"
"cell_2530","cell",700,508,0,"6","6","6"
"cell_2531","cell",699,555,0.286123032904149,"4","4","4"
"cell_2532","cell",698,572,0.143266475644699,"4","4","4"
"cell_2533","cell",700,525,0,"0","0","0"
"cell_2534","cell",696,516,0.28735632183908,"4","4","4"
"cell_2535","cell",699,504,0.286123032904149,"1","1","1"
"cell_2536","cell",695,483,0.143884892086331,"7","7","7"
"cell_2537","cell",697,511,0,"6","6","6"
"cell_2538","cell",697,522,0.143472022955524,"7","7","7"
"cell_2539","cell",697,501,0.286944045911047,"2","2","2"
"cell_2540","cell",696,549,0.28735632183908,"0","0","0"
"cell_2541","cell",696,523,1.29310344827586,"0","0","0"
"cell_2542","cell",695,477,0,"1","1","1"
"cell_2543","cell",696,476,0.28735632183908,"0","0","0"
"cell_2544","cell",696,561,0,"1","1","1"
"cell_2545","cell",694,561,0.144092219020173,"1","1","1"
"cell_2546","cell",693,552,0.288600288600289,"1","1","1"
"cell_2547","cell",691,512,0,"2","2","2"
"cell_2548","cell",690,512,0.289855072463768,"6","6","6"
"cell_2549","cell",692,499,0.289017341040462,"2","10","10"
"cell_2550","cell",694,489,0,"3","3","3"
"cell_2551","cell",691,504,0.434153400868307,"0","0","0"
"cell_2552","cell",691,540,0.723589001447178,"1","2","2"
"cell_2553","cell",690,487,0.289855072463768,"5","5","5"
"cell_2554","cell",691,570,0,"1","1","1"
"cell_2555","cell",692,494,0.578034682080925,"1","1","1"
"cell_2556","cell",689,518,0.145137880986938,"2","2","2"
"cell_2557","cell",690,439,0,"2","2","2"
"cell_2558","cell",690,540,1.15942028985507,"3","3","3"
"cell_2559","cell",691,517,0.723589001447178,"0","0","0"
"cell_2560","cell",690,471,0.289855072463768,"6","6","6"
"cell_2561","cell",688,486,0.145348837209302,"1","0","0"
"cell_2562","cell",690,540,0.144927536231884,"7","7","7"
"cell_2563","cell",687,546,0,"0","0","0"
"cell_2564","cell",688,487,0.726744186046512,"5","5","5"
"cell_2565","cell",686,498,0,"5","5","5"
"cell_2566","cell",683,491,0.292825768667643,"3","3","3"
"cell_2567","cell",687,542,0,"2","2","2"
"cell_2568","cell",683,533,0,"6","6","6"
"cell_2569","cell",686,501,0,"1","1","1"
"cell_2570","cell",686,530,0.291545189504373,"1","0","0"
"cell_2571","cell",685,475,0.291970802919708,"3","3","3"
"cell_2572","cell",683,513,1.02489019033675,"0","0","0"
"cell_2573","cell",686,442,0.728862973760933,"3","3","3"
"cell_2574","cell",685,489,0.145985401459854,"0","0","0"
"cell_2575","cell",685,534,0.145985401459854,"2","2","2"
"cell_2576","cell",681,535,0.440528634361234,"1","1","1"
"cell_2577","cell",682,527,0.439882697947214,"5","5","5"
"cell_2578","cell",683,457,0,"1","1","1"
"cell_2579","cell",676,553,0.887573964497041,"1","1","1"
"cell_2580","cell",682,512,0.146627565982405,"1","1","1"
"cell_2581","cell",683,455,0.585651537335286,"0","0","0"
"cell_2582","cell",681,514,0.146842878120411,"1","0","0"
"cell_2583","cell",681,503,0,"1","1","1"
"cell_2584","cell",679,532,3.240058910162,"1","1","1"
"cell_2585","cell",680,511,0.294117647058824,"1","1","1"
"cell_2586","cell",679,537,0.441826215022091,"2","2","2"
"cell_2587","cell",681,492,0.440528634361234,"0","8","8"
"cell_2588","cell",680,530,0,"1","2","2"
"cell_2589","cell",679,500,0.589101620029455,"1","0","0"
"cell_2590","cell",679,541,0.294550810014728,"0","0","0"
"cell_2591","cell",679,449,1.17820324005891,"3","3","3"
"cell_2592","cell",676,494,0.29585798816568,"6","6","6"
"cell_2593","cell",677,494,0.590841949778434,"3","3","3"
"cell_2594","cell",675,516,0.296296296296296,"6","6","6"
"cell_2595","cell",676,487,0.14792899408284,"1","1","1"
"cell_2596","cell",674,505,0,"2","2","2"
"cell_2597","cell",676,510,0,"6","6","6"
"cell_2598","cell",675,512,0.148148148148148,"4","4","4"
"cell_2599","cell",672,530,0,"1","1","1"
"cell_2600","cell",675,482,0.148148148148148,"1","1","1"
"cell_2601","cell",674,516,0.148367952522255,"2","2","2"
"cell_2602","cell",673,498,0.148588410104012,"1","1","1"
"cell_2603","cell",672,501,0,"7","7","7"
"cell_2604","cell",673,521,0,"2","2","2"
"cell_2605","cell",673,531,0,"1","1","1"
"cell_2606","cell",672,547,0.148809523809524,"1","1","1"
"cell_2607","cell",669,496,0.298953662182362,"7","7","7"
"cell_2608","cell",671,526,0,"1","1","1"
"cell_2609","cell",671,544,0,"1","1","1"
"cell_2610","cell",672,434,0.148809523809524,"0","0","0"
"cell_2611","cell",672,500,0.892857142857143,"5","5","5"
"cell_2612","cell",669,494,0.149476831091181,"0","0","0"
"cell_2613","cell",671,466,0.745156482861401,"1","1","1"
"cell_2614","cell",666,517,0.15015015015015,"5","5","5"
"cell_2615","cell",670,472,0,"0","0","0"
"cell_2616","cell",670,533,0.149253731343284,"0","0","0"
"cell_2617","cell",668,412,0,"3","3","3"
"cell_2618","cell",669,510,0.298953662182362,"5","5","5"
"cell_2619","cell",666,493,0,"1","1","1"
"cell_2620","cell",668,522,0.149700598802395,"1","1","1"
"cell_2621","cell",668,508,0.149700598802395,"0","0","0"
"cell_2622","cell",667,458,0,"3","3","3"
"cell_2623","cell",665,473,0.150375939849624,"1","1","1"
"cell_2624","cell",666,499,0,"0","0","0"
"cell_2625","cell",665,510,0,"4","4","4"
"cell_2626","cell",663,503,0,"1","0","0"
"cell_2627","cell",662,471,0.151057401812689,"1","1","1"
"cell_2628","cell",661,512,0.453857791225416,"1","1","1"
"cell_2629","cell",661,460,0,"3","3","3"
"cell_2630","cell",661,505,0.151285930408472,"6","6","6"
"cell_2631","cell",660,498,0.303030303030303,"1","1","1"
"cell_2632","cell",661,494,0,"4","4","4"
"cell_2633","cell",658,472,0,"0","0","0"
"cell_2634","cell",660,484,0.151515151515152,"4","4","4"
"cell_2635","cell",660,510,0.303030303030303,"2","2","2"
"cell_2636","cell",661,497,0,"5","5","5"
"cell_2637","cell",659,375,0.455235204855842,"3","3","3"
"cell_2638","cell",660,521,0,"5","5","5"
"cell_2639","cell",661,408,0.302571860816944,"3","3","3"
"cell_2640","cell",661,484,0.151285930408472,"3","3","3"
"cell_2641","cell",660,540,0,"4","4","4"
"cell_2642","cell",659,500,0,"2","2","2"
"cell_2643","cell",658,508,0.151975683890578,"1","1","1"
"cell_2644","cell",655,459,0.152671755725191,"1","1","1"
"cell_2645","cell",652,490,0.306748466257669,"3","1","1"
"cell_2646","cell",656,520,0.152439024390244,"4","4","4"
"cell_2647","cell",653,510,0,"4","4","4"
"cell_2648","cell",654,463,0.152905198776758,"6","6","6"
